70.6286,16.5188,94.8701,22.9336,24.5981,66.8348,10.1773,7.54911,59.7468,34.2131,12.6361,79.2517,81.0932,88.9187,92.9831,45.1267,37.939,56.4113,57.7278,27.3566,82.5682,24.8546,86.4936,46.0312,18.8418,13.3911,64.8309,14.6545,51.3714,35.6225,72.0026,98.2377,39.0364,37.8393,95.9195,59.9496,72.4296,84.9134,31.2796,43.7363,71.8372,98.5547,63.285,44.12,85.2905,39.2133,78.1625,91.5646,0.232916,37.6755,17.0846,32.9802,50.0888,54.6257,42.805,79.4681,44.3893,80.0234,55.8837,61.0136,52.8146,30.7976,33.1474,75.1294,66.0452,63.1998,16.0206,25.2783,71.109,82.1486,29.2493,41.5403,89.0456,47.4596,33.7121,54.8542,38.9248,57.4874,66.3813,58.7062,58.3441,83.7014,31.206,58.893,10.5787,15.9657,94.294,27.3648,78.6324,39.4963,29.3546,47.2706,64.5034,2.01325,44.815,96.5495,81.9971,85.324,1.95843,58.2821
1.06591,29.8478,92.863,41.5484,14.2422,56.9688,17.0491,11.0667,9.39182,64.808,64.6941,45.6418,91.4071,33.639,50.4721,71.8314,93.3993,43.2102,83.3386,23.0173,75.2174,76.6761,83.565,98.2651,44.6669,84.0227,78.7273,18.5487,69.7815,79.6577,48.3693,12.8575,75.1685,14.4879,1.97805,81.1641,84.3454,21.7762,93.5015,22.2444,31.3157,50.9126,64.1478,90.7165,29.7826,56.0709,28.7766,56.9933,49.4092,17.2469,52.2172,2.46294,31.3534,67.8246,57.6324,97.4163,63.5213,72.9876,13.8218,47.1102,46.9782,84.0378,82.8921,95.8007,50.0395,49.1779,95.5582,14.846,69.1087,56.397,11.4979,85.7209,32.469,69.7217,49.7153,9.31637,62.3121,4.78773,9.13591,0.109347,30.3437,30.6087,82.752,31.2101,68.5398,58.7792,79.6197,58.2826,95.9787,4.64419,97.3094,11.7116,84.2575,57.2384,67.1044,68.4838,49.9924,40.2182,56.6258,55.8168
97.2707,96.2635,1.2812,11.7902,87.692,2.88055,25.29,75.8798,72.8021,47.746,50.7507,24.0326,85.1344,12.4493,1.07462,51.868,2.94964,10.1612,85.4273,12.3167,99.121,55.5102,37.8122,83.558,12.1208,62.0938,47.904,49.8502,25.8468,37.7494,59.608,73.5829,61.8297,62.1625,27.491,97.6065,61.5291,41.0884,0.363673,43.8542,28.5492,95.8043,10.0273,94.9227,32.9928,58.5206,86.9719,36.3365,68.0829,49.2448,47.4957,30.6397,84.8883,88.2341,10.2226,98.625,71.3264,1.37316,20.985,53.8348,78.4092,37.9917,17.0962,61.2272,67.5008,10.2479,9.70088,12.0556,37.4359,30.535,75.4823,12.5128,10.102,69.3033,41.7946,96.3461,70.2498,68.6878,62.8186,28.4322,2.48529,88.0855,33.0685,88.3699,26.0679,18.7476,16.4057,7.79155,86.913,32.6296,2.93053,74.3004,32.8039,93.5185,50.8829,16.7051,41.5854,26.5146,48.1227,7.26579
48.2584,23.8319,80.1647,61.9596,80.1247,91.0284,25.1245,24.6372,53.4365,0.002816,66.9234,97.3195,99.9297,1.55906,93.4899,29.1385,59.0257,13.3758,56.2726,33.7341,88.5312,23.4064,90.3992,91.1062,88.7948,97.2856,96.4249,90.2501,32.459,88.8495,27.4997,38.4003,95.4784,59.7872,37.9753,55.1866,87.5488,80.7478,89.023,84.5362,31.9714,76.3926,24.925,87.6343,43.3652,79.592,74.9772,91.6668,81.4803,59.4949,66.2295,47.0826,19.0533,78.0327,29.669,16.8914,52.3645,27.5022,77.0133,90.1235,67.3165,48.9023,26.3465,4.98486,61.3422,28.6754,3.5202,17.0977,95.9261,69.3066,5.21923,6.47916,81.8562,0.89779,64.7488,63.3386,30.9369,70.5318,35.2969,21.2211,25.7191,55.9639,63.577,45.0246,1.16573,94.8925,74.2113,3.96041,24.7012,46.7575,3.3958,3.55327,66.9211,5.15607,99.7884,42.4397,34.2597,56.0384,43.8689,59.5558
85.935,61.5461,98.131,38.1721,24.4087,79.0784,50.7852,35.1512,55.4821,94.074,90.1161,30.2513,24.5346,1.78255,35.8829,21.7542,63.8733,43.8912,5.31412,2.01639,66.8664,36.5418,92.4936,91.2712,98.2897,7.72553,40.605,6.86523,80.6588,35.2741,12.9648,12.573,24.9744,60.7813,22.3057,24.0177,27.1796,59.4595,80.9562,5.40162,75.2542,65.4715,25.0966,73.6784,31.2826,38.4538,81.4479,49.5453,98.8247,67.6489,10.9999,39.1604,94.3057,5.94461,31.4436,82.8889,10.4343,68.4763,42.9073,3.27361,95.1826,59.0118,81.1102,71.9853,15.7744,39.6974,97.6023,65.8493,78.8631,9.08669,67.0736,80.3435,79.2312,60.4589,3.97302,20.6616,38.8121,81.6759,22.5462,76.8068,15.8691,22.4705,27.0995,95.1644,82.1711,92.206,13.4827,98.2196,69.5849,86.8415,96.4578,64.8123,0.827887,51.5304,93.6207,42.8563,19.2459,93.8192,79.5162,2.56283
95.1726,88.2902,50.1516,59.3716,55.379,48.6502,86.2576,46.0988,47.331,58.1092,94.4708,51.8304,48.4711,99.2195,86.0166,10.0723,12.8717,21.5547,33.2559,46.292,45.1083,11.1434,75.4738,14.2052,86.3461,79.3561,69.3196,22.9447,23.8827,29.2827,98.9573,75.9503,99.3772,58.7601,80.2842,71.229,78.5084,22.9975,85.979,51.926,48.9397,87.3881,17.0919,0.802058,12.0541,37.4999,86.5909,10.9928,68.9937,20.4186,10.2062,49.1993,16.2161,99.6407,44.4743,81.4785,98.171,72.6887,72.232,76.9269,23.8626,57.4767,84.0805,19.0825,82.5132,9.91705,85.123,18.6106,15.6511,30.7177,99.338,51.8527,8.99419,48.8879,17.8655,21.3056,59.683,38.8932,69.7688,30.2558,79.8088,11.189,79.5869,15.0596,35.7707,43.705,58.045,99.931,14.5812,47.6014,7.50554,76.5935,77.9084,16.2924,5.73019,81.3342,30.3191,58.682,24.1649,95.4905
1.95208,87.17,98.9548,3.39691,7.80892,63.0674,39.9792,96.171,44.5918,95.398,5.99704,0.726251,92.7753,0.543795,23.2606,16.6705,0.435991,81.6747,6.5646,95.6415,85.1435,17.4205,99.2861,81.4648,42.2483,4.55954,13.9621,67.8443,53.7356,60.5783,8.19662,68.0639,43.8707,10.0727,59.1799,57.7617,0.992757,83.0574,79.3974,42.465,1.88839,39.4573,81.0695,69.8939,14.8604,39.553,72.9095,30.5499,17.03,46.2128,28.9406,83.9589,66.9767,41.3529,5.70553,81.3761,53.6049,13.4024,79.3346,31.0862,47.9477,31.4583,22.3784,61.1115,89.888,70.1998,41.1279,62.4431,42.9664,64.9766,29.7394,37.6822,80.1117,49.6715,20.5576,84.9866,3.23863,88.8774,47.4437,23.8518,7.38693,78.1281,79.9441,75.4886,35.1248,78.0791,61.8232,77.422,3.02999,32.4816,88.0246,98.6681,83.6919,28.4564,94.2728,15.2464,30.5269,15.7487,50.2737,28.3225
3.29337,76.9254,27.4954,81.0211,31.8654,55.0163,94.4578,35.9746,64.9493,14.1714,92.698,77.7605,31.8591,45.4215,24.6121,64.0996,41.2885,81.533,79.0195,90.3169,74.3546,55.4334,10.0359,1.82532,10.9175,20.6138,25.1749,94.6135,93.3956,58.397,52.3257,73.8834,75.2931,84.9211,17.8413,48.5171,0.805642,84.8684,24.472,16.9521,22.7827,87.5503,54.145,44.2205,44.3582,84.1963,79.1527,2.50324,28.2799,80.0868,23.4173,32.1015,66.4651,19.8341,10.0244,20.0678,99.5143,87.7985,23.9068,56.5719,67.8227,78.2163,37.2522,4.08436,21.4378,40.7293,49.8725,84.4477,40.6654,50.0892,37.3344,53.4409,15.6328,62.7695,26.2053,42.5422,66.0679,73.0705,77.5849,69.6983,85.1586,92.852,46.9568,97.5618,99.0151,48.411,81.8744,92.4592,88.5543,13.9701,66.0908,0.31692,49.1764,34.2091,33.6823,22.9003,63.296,77.2194,36.8229,72.163
96.2399,19.0495,85.735,34.6923,15.6047,15.4782,45.3638,10.3426,15.9819,70.5097,55.6587,89.4419,42.9798,89.7952,42.9134,20.8429,31.694,55.2106,89.2772,66.7444,67.2452,13.8036,25.7799,97.6655,85.9196,41.5399,88.0636,6.36251,49.7717,44.2035,17.4562,6.40148,33.6525,93.2216,34.6071,44.5405,88.0346,89.8645,76.2051,51.6367,88.7894,63.213,35.0274,80.3015,12.8719,5.52983,89.7369,44.0067,29.3247,95.4832,30.2487,84.3657,8.5941,53.6811,33.3219,22.7996,0.114074,54.1026,8.29193,88.8303,58.0715,56.8087,82.524,30.7502,53.4802,6.52877,59.0818,14.6307,92.7217,56.5766,60.4251,0.48753,98.4597,63.0913,16.2552,20.1174,43.6746,13.5749,30.5756,39.7311,18.1399,26.3498,60.7173,29.0497,83.7796,26.8962,88.6282,76.5115,26.1334,29.9547,87.4786,73.7988,10.6598,66.0206,75.4268,1.18661,18.5345,86.2609,80.3537,99.4814
0.358819,39.9349,22.6024,95.1564,47.9526,12.6046,42.4117,18.545,77.8851,69.3428,36.1612,59.1637,39.2129,54.701,26.6232,63.1558,76.2656,99.7729,17.0112,18.8255,88.0892,46.2154,62.3527,99.2509,40.3294,1.70653,52.3727,23.5421,39.0449,28.0408,17.13,25.4774,35.9675,89.9886,90.407,81.638,0.851651,80.2036,68.3814,25.5382,85.1134,54.662,5.48135,90.0728,68.8592,23.9629,91.9408,23.2965,66.0089,26.9836,52.4354,10.8745,55.0789,15.783,17.1173,86.0991,59.3133,19.9925,69.5308,58.1874,23.2529,50.8305,48.5769,46.5372,77.876,73.728,94.4483,19.9668,49.8414,93.3279,74.1532,81.9466,9.45241,63.2988,4.05593,97.7408,65.0767,40.1538,63.6159,20.0672,36.8489,46.8018,61.065,46.5462,19.3648,49.3997,93.8828,79.9829,29.3381,39.4127,40.5741,60.6512,18.2108,71.4693,54.0727,8.3121,1.79909,80.5323,21.9221,66.1836
